aX,aY,aZ,gX,gY,gZ
-2.145,-0.620,0.655,-143.494,-441.650,5.127
-1.745,-0.862,1.457,-135.986,-483.704,-3.052
-1.272,-1.042,2.255,-129.578,-500.610,-2.625
-0.719,-1.194,2.954,-118.408,-481.445,3.601
-0.228,-1.329,3.445,-112.061,-429.932,15.259
0.146,-1.417,3.558,-107.544,-349.670,29.907
0.465,-1.410,3.438,-100.037,-255.005,44.617
0.675,-1.468,3.240,-84.961,-177.612,64.209
0.811,-1.460,3.110,-75.317,-127.686,79.346
0.932,-1.309,3.003,-64.819,-94.360,80.444
1.043,-1.179,2.873,-41.260,-68.787,67.749
1.070,-1.034,2.689,-10.254,-46.875,42.358
1.025,-0.946,2.454,22.156,-28.625,10.437
0.943,-0.901,2.198,48.950,-13.733,-18.250
0.829,-0.882,1.967,65.308,-2.808,-37.598
0.699,-0.875,1.796,69.153,5.066,-46.936
0.554,-0.915,1.715,63.232,11.719,-50.110
0.415,-0.985,1.710,53.406,18.005,-49.133
0.272,-1.016,1.690,45.349,26.062,-46.326
0.108,-1.080,1.642,41.626,34.851,-43.457
-0.042,-1.226,1.635,37.170,42.969,-38.513
-0.151,-1.362,1.674,31.311,50.049,-30.090
-0.217,-1.363,1.675,32.227,60.120,-18.677
-0.251,-1.358,1.699,42.236,75.134,-8.484
-0.236,-1.346,1.671,49.744,92.468,2.625
-0.217,-1.231,1.568,49.866,115.356,15.808
-0.206,-1.189,1.473,47.485,140.259,27.527
-0.204,-1.169,1.373,42.419,167.542,40.161
-0.233,-1.077,1.224,38.818,198.425,50.598
-0.346,-0.996,1.073,42.175,229.797,56.091
-0.517,-0.984,0.881,52.002,256.775,54.138
-0.652,-0.995,0.672,63.782,277.710,46.631
-0.757,-0.892,0.400,78.369,292.847,38.513
-0.848,-0.793,0.084,93.140,302.124,31.616
-0.924,-0.789,-0.199,97.168,304.077,28.992
-1.001,-0.758,-0.491,81.604,301.208,31.067
-1.100,-0.704,-0.792,57.983,294.189,34.912
-1.210,-0.688,-0.999,38.025,280.823,34.912
-1.371,-0.649,-1.169,28.198,260.620,30.640
-1.542,-0.608,-1.380,31.250,241.760,20.752
-1.714,-0.627,-1.609,40.771,222.473,9.033
-1.872,-0.689,-1.820,48.279,199.341,0.854
-1.975,-0.741,-1.978,52.551,170.654,-3.601
-1.954,-0.789,-2.100,56.458,138.306,-6.592
-1.864,-0.793,-2.151,56.885,104.126,-5.981
-1.718,-0.761,-2.112,49.805,70.862,0.122
-1.539,-0.710,-2.021,33.875,42.664,12.451
-1.339,-0.667,-1.921,14.282,21.057,26.550
-1.130,-0.625,-1.781,-4.456,3.662,38.574
-0.932,-0.611,-1.600,-21.423,-11.108,47.852
-0.755,-0.629,-1.402,-35.828,-24.536,54.321
-0.591,-0.655,-1.202,-44.373,-36.011,57.312
-0.432,-0.671,-1.016,-46.875,-45.349,56.946
-0.291,-0.674,-0.859,-45.410,-53.162,53.345
-0.178,-0.692,-0.724,-41.931,-59.021,48.035
-0.093,-0.717,-0.605,-38.757,-63.110,43.335
-0.011,-0.734,-0.494,-36.438,-66.528,38.513
0.067,-0.765,-0.371,-35.278,-69.092,33.691
0.124,-0.822,-0.244,-36.255,-69.641,29.602
0.157,-0.851,-0.150,-35.522,-67.200,25.330
0.170,-0.875,-0.102,-28.625,-62.622,18.799
0.170,-0.888,-0.071,-19.043,-57.861,10.254
0.161,-0.920,-0.068,-12.756,-52.856,3.662
0.151,-0.949,-0.078,-10.925,-47.729,-0.122
0.139,-0.976,-0.076,-8.972,-42.725,-1.465
0.138,-0.964,-0.085,-6.531,-38.025,-1.465
0.138,-0.937,-0.095,-4.028,-33.508,-1.770
0.116,-0.953,-0.131,-3.784,-29.175,-1.953
0.091,-0.955,-0.155,-6.165,-25.330,-1.587
0.058,-0.948,-0.177,-9.216,-23.254,-0.732
-0.012,-1.018,-0.151,1.892,1.160,0.305
-0.010,-1.019,-0.151,1.099,0.305,0.488
-0.009,-1.020,-0.146,0.427,0.000,0.366
-0.008,-1.021,-0.141,0.244,-0.549,-0.061
-0.010,-1.020,-0.140,0.916,-0.488,-0.488
-0.015,-1.021,-0.142,1.892,-0.549,-0.916
-0.021,-1.021,-0.148,2.258,-0.305,-0.854
-0.026,-1.020,-0.151,1.587,-0.305,0.061
-0.030,-1.024,-0.151,0.610,-0.305,0.977
-0.027,-1.023,-0.146,-0.366,-0.305,1.465
-0.027,-1.025,-0.141,-0.549,-0.793,1.648
-0.027,-1.034,-0.133,-0.732,-1.099,1.465
-0.024,-1.037,-0.130,-0.488,-1.099,1.343
-0.021,-1.036,-0.127,0.244,-1.343,1.709
-0.018,-1.033,-0.130,0.671,-1.160,2.075
-0.015,-1.027,-0.135,0.488,-0.854,2.319
-0.011,-1.022,-0.139,0.549,-0.977,2.625
-0.009,-1.023,-0.141,0.610,-1.160,2.930
-0.002,-1.022,-0.135,0.488,-1.587,2.991
0.002,-1.020,-0.131,0.488,-1.831,2.991
0.009,-1.012,-0.125,0.916,-1.831,2.686
0.020,-1.008,-0.120,0.977,-1.526,2.197
0.032,-1.012,-0.109,-0.061,-1.282,2.197
0.049,-1.013,-0.092,-1.160,-0.671,2.625
0.064,-1.013,-0.072,-1.709,-0.061,3.296
0.086,-1.017,-0.051,-2.258,0.244,3.418
0.107,-1.021,-0.018,-2.563,0.549,3.601
0.135,-1.023,0.017,-2.991,1.526,2.869
0.157,-1.022,0.043,-2.319,3.418,2.014
0.167,-1.015,0.039,0.854,6.348,0.427
0.176,-1.013,0.015,4.272,10.376,-1.953
0.171,-0.991,-0.080,8.362,15.930,-4.272
0.123,-0.936,-0.260,15.503,23.437,-8.179
0.013,-0.824,-0.490,26.672,31.067,-15.320
-0.063,-0.743,-0.697,44.067,33.691,-31.494
-0.247,-0.641,-0.877,64.087,31.616,-56.458
-0.500,-0.432,-1.175,85.999,38.391,-86.609
-0.809,-0.301,-1.610,108.032,61.035,-109.436
-1.260,-0.252,-2.069,108.948,90.149,-109.131
-1.778,-0.215,-2.560,82.275,123.169,-83.740
-2.374,-0.255,-3.045,35.461,144.531,-45.349
-2.945,-0.311,-3.435,-23.743,135.803,-7.629
-3.407,-0.343,-3.750,-81.848,85.022,22.034
-3.648,-0.388,-3.774,-123.169,-12.268,40.222
-3.699,-0.347,-3.319,-146.423,-143.982,44.434
-3.601,-0.289,-2.544,-159.912,-283.325,41.992
-3.506,-0.185,-1.679,-173.157,-409.058,36.560
-3.454,-0.214,-0.664,-172.119,-512.207,23.804
-3.285,-0.348,0.307,-163.391,-585.022,9.644
-3.067,-0.520,1.188,-147.888,-630.127,-1.099
-2.812,-0.692,1.948,-127.686,-650.513,-6.409
-2.497,-0.957,2.839,-120.422,-648.560,-1.282
-1.994,-1.140,3.568,-135.010,-620.728,17.151
-1.399,-1.228,4.000,-146.301,-566.772,39.795
-0.873,-1.263,4.000,-142.517,-491.760,56.335
-0.433,-1.329,4.000,-126.282,-405.396,66.406
-0.032,-1.369,4.000,-109.070,-324.768,76.904
0.326,-1.292,4.000,-94.849,-253.662,91.003
0.630,-1.116,4.000,-83.862,-188.782,99.976
0.822,-0.961,3.862,-67.261,-135.254,102.234
0.920,-0.832,3.644,-42.847,-97.839,92.773
0.935,-0.723,3.386,-9.521,-72.815,71.350
0.906,-0.661,3.181,26.733,-55.054,42.297
0.879,-0.683,3.019,57.800,-38.025,14.343
0.841,-0.737,2.877,81.909,-15.320,-5.432
0.770,-0.735,2.714,100.159,15.198,-14.404
0.687,-0.732,2.577,109.985,50.964,-15.625
0.578,-0.707,2.449,111.206,86.304,-15.625
0.430,-0.747,2.299,109.253,122.009,-11.047
0.241,-0.801,2.181,100.403,161.377,-3.357
0.038,-0.822,1.987,89.600,201.660,5.127
-0.167,-0.957,1.853,78.369,239.746,11.902
-0.348,-1.092,1.744,62.439,273.437,18.005
-0.483,-1.103,1.517,47.668,305.176,25.574
-0.536,-1.140,1.287,41.504,333.984,31.982
-0.591,-1.183,1.166,43.335,357.605,37.476
-0.672,-1.092,0.941,48.523,378.296,38.757
-0.764,-1.017,0.656,59.021,397.034,29.114
-0.867,-1.035,0.446,74.341,410.767,13.611
-1.002,-1.007,0.206,87.646,421.021,4.272
-1.224,-0.970,-0.030,93.445,428.528,2.869
-1.480,-1.007,-0.266,85.693,428.833,6.897
-1.729,-1.138,-0.375,67.932,423.157,17.944
-1.929,-1.212,-0.568,50.232,413.574,32.959
-2.037,-1.211,-0.825,43.762,399.597,43.091
-2.130,-1.168,-1.097,48.828,378.845,50.659
-2.173,-1.107,-1.309,57.251,354.004,61.157
-2.140,-1.032,-1.486,58.655,325.684,73.059
-2.050,-0.960,-1.666,58.044,293.945,81.116
-1.925,-0.843,-1.802,59.448,260.376,85.999
-1.767,-0.800,-1.909,61.462,225.891,86.609
-1.602,-0.745,-1.951,56.763,187.134,86.121
-1.405,-0.690,-1.948,50.842,147.949,83.923
-1.214,-0.631,-1.894,48.340,107.727,79.529
-1.018,-0.602,-1.772,46.265,67.993,73.547
-0.828,-0.572,-1.626,41.382,30.396,65.613
-0.629,-0.567,-1.459,34.912,-4.395,56.091
-0.460,-0.560,-1.288,26.550,-34.119,47.729
-0.284,-0.567,-1.112,19.592,-59.387,39.368
-0.119,-0.567,-0.890,14.954,-78.491,32.104
0.011,-0.593,-0.661,9.644,-89.905,27.954
0.121,-0.614,-0.490,7.874,-93.689,23.071
0.204,-0.638,-0.367,10.071,-91.125,15.930
0.272,-0.654,-0.300,11.658,-83.862,11.108
0.324,-0.649,-0.259,10.315,-72.998,10.315
0.359,-0.641,-0.229,4.822,-61.157,11.353
0.364,-0.645,-0.213,-2.258,-49.622,12.207
0.356,-0.659,-0.206,-7.690,-39.368,11.169
0.349,-0.690,-0.207,-10.254,-32.349,7.324
0.336,-0.710,-0.218,-9.705,-28.076,2.502
0.322,-0.717,-0.234,-9.094,-25.513,-2.014
0.310,-0.740,-0.226,-11.536,-25.024,-5.615
0.305,-0.775,-0.227,-15.747,-25.940,-7.751
0.288,-0.791,-0.202,-17.700,-26.611,-9.460
0.292,-0.813,-0.174,-17.944,-26.123,-11.475
0.277,-0.822,-0.162,-17.517,-24.841,-13.855
0.265,-0.858,-0.156,-16.357,-22.034,-16.479
0.246,-0.880,-0.162,-16.907,-19.104,-17.822
0.238,-0.903,-0.169,-18.555,-17.212,-18.921
