aX,aY,aZ,gX,gY,gZ
-1.455,-2.929,0.922,74.585,-8.301,202.393
-1.513,-2.693,0.919,112.061,-8.606,206.970
-1.616,-2.420,0.904,145.874,-11.841,210.083
-1.658,-2.121,0.863,175.476,-15.381,213.135
-1.632,-1.731,0.801,201.416,-19.592,218.262
-1.607,-1.287,0.723,221.375,-28.076,227.539
-1.552,-0.871,0.654,234.375,-37.292,237.793
-1.453,-0.541,0.588,240.479,-44.250,246.399
-1.348,-0.210,0.523,241.455,-50.720,252.014
-1.242,0.034,0.456,238.037,-58.350,259.644
-1.118,0.270,0.407,233.093,-63.477,269.470
-0.986,0.500,0.395,227.661,-67.444,278.503
-0.891,0.733,0.354,219.421,-69.580,284.912
-0.697,0.890,0.384,209.229,-64.392,283.142
-0.522,1.029,0.365,194.397,-61.035,276.184
-0.422,1.163,0.347,174.744,-61.890,273.499
-0.352,1.294,0.347,158.691,-59.875,275.269
-0.267,1.420,0.358,148.865,-53.162,274.902
-0.158,1.567,0.365,141.724,-44.067,268.127
-0.059,1.719,0.384,136.658,-33.813,256.409
0.070,1.853,0.373,133.118,-23.621,238.892
0.184,1.958,0.385,130.798,-15.442,214.600
0.302,2.078,0.369,125.916,-12.451,179.626
0.384,2.201,0.349,114.868,-13.184,138.550
0.503,2.322,0.306,98.389,-10.071,89.294
0.599,2.383,0.241,77.148,-4.700,33.508
0.614,2.410,0.200,53.162,1.648,-24.292
0.515,2.389,0.186,24.902,7.019,-81.116
0.389,2.317,0.190,-6.226,12.207,-132.690
0.285,2.195,0.190,-39.734,17.212,-178.711
0.157,2.055,0.196,-72.632,21.301,-216.919
0.003,1.915,0.235,-102.722,26.062,-247.803
-0.144,1.778,0.267,-130.615,31.311,-271.973
-0.286,1.631,0.317,-157.654,37.781,-291.565
-0.430,1.438,0.388,-185.730,46.692,-303.772
-0.597,1.181,0.479,-213.806,56.641,-305.054
-0.771,0.855,0.591,-237.488,66.956,-302.368
-0.997,0.492,0.727,-252.319,77.271,-296.143
-1.340,-0.013,0.859,-263.062,82.214,-284.424
-1.585,-0.583,0.927,-272.278,84.839,-263.428
-1.707,-1.130,0.997,-275.452,89.111,-236.328
-1.799,-1.743,1.048,-268.188,81.421,-219.482
-1.802,-2.285,1.037,-249.329,62.866,-218.689
-1.672,-2.740,0.963,-220.154,43.152,-221.375
-1.506,-3.048,0.901,-183.411,32.166,-216.492
-1.388,-3.163,0.820,-148.621,30.090,-203.979
-1.299,-3.159,0.710,-120.789,36.255,-185.608
-1.198,-3.069,0.627,-101.501,48.096,-164.795
-1.140,-2.941,0.501,-92.957,57.800,-141.541
-1.060,-2.816,0.368,-94.360,63.904,-108.276
-0.985,-2.773,0.277,-94.788,64.941,-63.904
-0.949,-2.713,0.226,-90.515,55.481,-27.283
-0.870,-2.621,0.206,-79.956,38.879,-9.583
-0.750,-2.524,0.206,-61.035,21.240,-8.423
-0.606,-2.385,0.224,-40.161,5.188,-16.907
-0.463,-2.223,0.244,-19.226,-5.310,-27.222
-0.349,-2.045,0.266,-2.258,-10.254,-35.767
-0.285,-1.855,0.278,7.935,-10.559,-42.114
-0.245,-1.707,0.290,14.832,-7.629,-45.776
-0.223,-1.584,0.303,17.578,-3.967,-45.471
-0.204,-1.508,0.301,15.991,0.732,-40.894
-0.221,-1.466,0.314,12.939,7.812,-30.579
-0.235,-1.446,0.296,12.573,16.418,-17.151
-0.250,-1.408,0.259,12.146,22.278,-3.601
-0.334,-1.373,0.250,12.756,25.269,5.676
-0.380,-1.358,0.224,12.329,26.123,6.714
-0.410,-1.358,0.200,13.123,25.879,0.793
-0.418,-1.347,0.169,16.418,23.987,-6.897
-0.329,-0.963,0.148,-9.460,-0.977,-0.977
-0.332,-0.975,0.149,-8.850,-0.488,-0.793
-0.338,-0.976,0.148,-8.667,0.061,-0.244
-0.342,-0.977,0.148,-7.996,0.183,-0.549
-0.337,-0.985,0.149,-6.958,0.610,-0.977
-0.341,-0.989,0.151,-5.920,0.916,-0.183
-0.348,-0.985,0.150,-4.944,0.854,0.488
-0.353,-0.981,0.151,-4.150,0.793,0.305
-0.357,-0.984,0.153,-3.601,0.610,0.000
-0.357,-0.985,0.151,-2.991,0.671,-0.244
-0.359,-0.981,0.151,-2.319,0.854,-0.488
-0.358,-0.978,0.149,-1.221,0.854,-0.732
-0.361,-0.969,0.151,-0.793,1.343,-0.732
-0.365,-0.970,0.148,-0.916,1.099,-1.099
-0.372,-0.970,0.149,-1.770,0.671,-1.282
-0.371,-0.969,0.150,-1.465,0.793,-0.916
-0.369,-0.960,0.149,-1.221,0.793,-0.916
-0.366,-0.959,0.151,-0.977,0.366,-1.221
-0.361,-0.951,0.151,-0.549,0.305,-0.977
-0.363,-0.946,0.151,-0.122,0.671,-0.183
-0.373,-0.948,0.152,-0.305,0.549,0.366
-0.370,-0.945,0.147,-0.061,0.549,0.671
-0.372,-0.938,0.148,0.488,0.549,1.160
-0.371,-0.932,0.150,0.549,0.061,1.526
-0.366,-0.932,0.149,0.671,-0.122,1.587
-0.356,-0.926,0.147,0.427,-0.183,1.831
-0.353,-0.913,0.146,0.671,-0.244,1.831
-0.351,-0.901,0.141,0.549,-0.305,0.916
-0.352,-0.901,0.137,0.000,-0.244,-0.549
-0.352,-0.917,0.138,-0.854,-0.549,-2.075
-0.343,-0.953,0.141,-1.831,-0.916,-4.089
-0.321,-1.003,0.148,-2.808,-1.038,-5.005
-0.288,-1.078,0.156,-4.333,-1.343,-4.639
-0.259,-1.207,0.166,-6.836,-2.014,-3.784
-0.217,-1.412,0.171,-9.827,-2.380,-3.235
-0.193,-1.700,0.205,-12.146,-3.357,-3.601
-0.193,-2.044,0.241,-12.207,-5.310,-3.601
-0.248,-2.403,0.308,-13.245,-6.958,-0.916
-0.350,-2.872,0.366,-18.555,-6.470,3.723
-0.534,-3.421,0.454,-25.696,-3.052,17.151
-0.713,-3.975,0.506,-27.100,4.028,36.560
-0.859,-4.000,0.555,-24.353,14.648,55.420
-1.037,-4.000,0.591,-8.484,24.963,80.933
-1.254,-4.000,0.594,15.686,33.081,117.310
-1.448,-4.000,0.607,42.786,38.940,156.616
-1.695,-4.000,0.630,75.195,42.847,183.472
-1.948,-4.000,0.701,110.657,40.771,195.557
-2.135,-3.796,0.769,142.090,31.799,202.393
-2.310,-3.427,0.825,168.091,20.142,210.937
-2.407,-2.940,0.843,185.791,6.653,228.455
-2.484,-2.464,0.871,194.397,-7.019,256.409
-2.595,-1.972,0.885,198.242,-22.339,283.508
-2.603,-1.430,0.870,201.050,-39.368,302.856
-2.482,-0.884,0.864,207.031,-56.702,319.397
-2.303,-0.266,0.863,211.670,-73.730,332.397
-2.000,0.341,0.853,211.304,-86.121,338.135
-1.684,0.785,0.827,206.055,-93.445,338.928
-1.375,1.176,0.780,197.144,-95.764,339.417
-1.129,1.491,0.790,190.491,-94.543,343.140
-0.921,1.809,0.831,182.068,-90.759,345.886
-0.596,2.134,0.823,167.603,-79.224,342.896
-0.251,2.493,0.827,154.480,-59.814,335.693
0.058,2.848,0.779,145.264,-36.438,323.242
0.312,3.260,0.710,142.639,-11.658,299.133
0.521,3.719,0.609,145.996,7.935,259.644
0.686,4.000,0.523,146.118,21.545,201.538
0.788,4.000,0.432,132.629,29.907,126.831
0.829,4.000,0.348,104.126,34.607,47.974
0.747,4.000,0.290,63.232,34.790,-26.001
0.557,4.000,0.268,12.634,29.968,-91.919
0.355,4.000,0.265,-39.673,23.315,-152.100
0.126,3.688,0.300,-88.989,15.076,-208.435
-0.120,3.235,0.358,-131.592,6.531,-255.615
-0.355,2.770,0.455,-163.269,2.502,-292.114
-0.557,2.285,0.537,-186.584,4.150,-317.383
-0.695,1.836,0.614,-200.562,11.292,-330.505
-0.831,1.461,0.665,-205.994,21.301,-333.130
-0.965,1.149,0.709,-207.397,32.776,-330.627
-1.187,0.789,0.773,-205.200,41.504,-329.529
-1.443,0.371,0.801,-199.829,45.349,-329.041
-1.646,0.007,0.795,-196.045,45.410,-320.007
-1.883,-0.340,0.801,-196.106,42.236,-302.673
-2.110,-0.792,0.812,-203.247,35.095,-287.048
-2.240,-1.437,0.857,-211.731,23.865,-278.442
-2.244,-2.107,0.905,-211.304,7.812,-274.109
-2.153,-2.725,0.958,-197.083,-6.653,-263.977
-1.923,-3.215,0.987,-171.387,-15.320,-240.784
-1.582,-3.382,0.972,-143.494,-13.489,-205.750
-1.252,-3.249,0.896,-124.451,1.587,-164.673
-1.022,-3.088,0.794,-120.483,23.193,-117.310
-0.919,-3.059,0.685,-122.375,41.565,-70.923
-0.909,-3.123,0.585,-115.723,48.157,-39.429
-0.900,-3.129,0.470,-95.093,41.504,-32.166
-0.867,-3.139,0.358,-60.059,27.588,-47.607
-0.753,-3.112,0.328,-15.930,10.437,-82.642
-0.777,-2.812,0.226,23.560,-14.526,-125.977
-0.702,-2.504,0.174,61.829,-24.963,-155.762
-0.606,-2.231,0.141,87.341,-26.306,-166.809
-0.545,-2.001,0.127,90.332,-29.663,-163.025
-0.450,-1.809,0.106,79.041,-31.921,-147.949
-0.410,-1.633,0.125,59.753,-30.029,-123.901
-0.376,-1.494,0.142,33.875,-21.973,-91.492
-0.311,-1.425,0.148,2.686,-10.925,-51.941
-0.300,-1.406,0.170,-24.719,-0.610,-15.869
-0.313,-1.455,0.183,-43.091,8.850,12.268
-0.336,-1.470,0.186,-53.833,16.724,36.255
-0.380,-1.476,0.197,-55.115,21.179,52.979
-0.404,-1.453,0.195,-49.744,21.240,58.533
-0.412,-1.428,0.198,-41.077,18.188,52.429
-0.381,-1.401,0.194,-29.053,13.489,39.124
-0.372,-1.331,0.198,-16.296,7.141,22.888
-0.337,-1.255,0.191,-5.249,1.160,7.568
-0.301,-1.195,0.185,2.380,-3.357,-3.845
-0.296,-1.149,0.187,7.507,-6.897,-11.658
-0.289,-1.115,0.179,11.108,-8.972,-17.395
-0.280,-1.110,0.173,12.512,-9.644,-19.043
-0.318,-1.086,0.180,13.733,-9.216,-17.517
-0.324,-1.083,0.176,14.832,-7.141,-14.221
-0.304,-1.061,0.168,16.235,-4.089,-11.353
